Community,Class
Met on POF Rockaway Beach ,0
Lady of the Day Albany ,0
Woman at Brainerd Walmart Brainerd ,0
Need help tonight asap Ashland ,0
HOLIDAY WISHES TO ALL... Denton ,0
Kohls this past sunday Bozeman ,0
Looking for Lisa K muncie ,0
Guitar Lessons Loveland Ft Collins ,0
Reconnecting with Bob Schiller Park ,0
Happy 50th 11/04 ramsey county ,0
Lost Your Number St. Charles ,0
Near Villa Rica Villa Rica ,0
Trabajadores en troca blanca Austin ,0
Security at Aldi Columbia MO ,0
Missing harly teacher Las vegas ,0
Jackie - Hayden east valley ,0
Annie Realtor Chandler - Ray ,0
Guy At Panda Exp 1604/Culebra ,0
Seeking kathy metcalf Madisonville tn ,0
Conversation with older woman Dayton ,1
Looking to meet people! Logan ,0
Sf hunter Santa fe area ,0
Easy on the eyes Chicago ,0
Black leggings black gmc Llano ,0
Hilton Last Night Lexington ky ,0
Ashely at Century Room Tucson ,0
Deck the Halls Iron Mountain ,0
Looking for emo/punk/alt/furry girl McAllen ,1
Looking for punk/emo/alt GIRL McAllen ,1
Baby Blues-W for M Ames ,1
Saw you awhile back By ,0
TG in stockings Crystal lake ,0
gameday on High St Columbus ,0
In search of Sam Lampasas ,0
Kayla from hanging dog Murphy ,0
John..on a snowy night Sycamore ,0
Mr. Saturday Night Johnson City ,0
Guitar Center mature Woman Killeen ,0
airport on the 15th pittsburgh ,0
Sushi girl at heb Edinburg ,0
To the delivery guy Hattiesburg ,0
A Good Evening Santa Fe ,0
Girl running in park Metairie ,0
Beautiful blonde at Hyvee Bloomington ,0
Met you at SuperOne Eunice ,0
Sneakers Lake mead and hollywood ,0
Good Morning Near Harker Heights ,0
Senior Conversationalist Pensacola surrounding area ,0
Couple looking for Freind Lafayette ,0
Black Female Krogers Atascocita Humble ,0
Female clerk at Gortons Bridgetown ,0
Clean my basement Rapid city ,0
I worked at Meijer Stevensville ,0
Looking for Murray or Mayfield ,0
lost contact in marion marion ,0
Lose Touch-f 4 m Lawrence ,0
Weight lifting injury Fargo ND ,0
green eye city of chicago ,0
Re: You Miss Me Chelsea ,0
Mike the window washer Tosa/Brookfield ,0
Met on 11th st. Beaumont ,0
"Sonesta Hotel Bar Columbus, OH ",0
Looking for Dixie Rapid City ,0
"lost your number Torrington, WY ",0
Snake River Roasting guy Jackson ,0
Maddie Wilson from Ottawa Glidden ,0
Old School Craigslist Ladies Lexington ,0
The National Concert-Kassie Kiva Auditorium ,0
You looking at me Lemay ,0
Who's the cook Wood River ,0
New to the area Huntington ,0
You = Asian female West ,0
Saw you at walmart Springfield ,0
Jill to my Carlos Tucson ,0
male servicing couple lake Charles ,1
Bobi from One T Birmingham ,0
Older beautiful bbw Moon Walmart ,1
Looking for him i10 &410 ,0
Bloody Marys Old Town Albuquerque ,0
Group or 1:1 Therapy Hardwick ,0
Where did you go? Mobile ,0
male seeking guy friends Potterville ,1
Gentleman at Safeways West Colorado ,0
Friend from Crossroads San Antonio ,0
Canon City Airport Canon City ,0
target laundry hampers Madison Heights ,0
Red Rock Brewery 11/11 Murray ,0
Missing someone I knew Portland ,0
Asian beauty Nw med center ,0
Getting gas in 11/9 Taos ,0
guy walking his dog bemidji ,0
Texas Stars Game Cedar Park ,0
Missed the mailman Benton harbor ,0
Staring girl from CVS Oakwood ,0
Lee's Famous Recipe Chicken Amelia ,0
Looking for Dwight Lake Charles ,0
Highway Driving Partner San Angelo ,0
trail riding or fishing Albany ,0
HEB Round Rock Round Rock ,0
Smiths on bluff Bluff street ,0
"Looking for ""Shay M"" Lawton ",0
Looking for occasional date Bemidji ,0
Beautiful & Kind Pecan Park ,0
Welch’s Slim Brunette Saint John ,0
Tom from the Loft Billings ,0
Trava App Bridgestone Arena Nashville ,0
Any people visiting town Casper ,0
Travis misses amber Lawrence/ Topeka ,0
Young guy here Port clinton ,0
Old friend Villa Ricca area ,0
Just need some fun Missoula ,0
Ross at Garland rd Dallas ,0
Lost your contact info Cheyenne ,0
looking for my friend hardy ,1
"Sophia, Olive Garden waitress Blaine ",0
Just want to eat Kalispell ,1
Watch repair Crystal lake Illinois ,0
Recently just moved here Longmont ,0
Maverick ?... AKA Harry Memphis/Richmond ,0
A silver friend Las Cruces ,0
Still Looking for Wood Summersville ,1
Fellow Subaru Loyale Driver! Broomfield ,0
Rooster seeking hen Las Cruces ,1
Monique at Pilot St. George ,0
Black AMG Pink Coat Missoula ,0
Favorite Pizza on W.6th Austin ,0
"Looking for XOXO Casper, WY ",0
MISSING OLD TIMES se okc ,0
looking for brandi w Seneca ,0
older man friend santa fe ,0
Cape Central 1980's Saint Louis ,0
hardware store off Yale Midtown ,0
Sara at Riverwind Casino Norman ,0
Abq airport city of atlanta ,0
Looking for golf friends Yuma ,0
camping workout hiking Las vegas ,0
For the gorgeous brunette Springfield ,0
Oreganos Superstition springs East Mesa ,0
Lunch break guy Comstock Park ,0
Storey bark park Megan Meridian ,0
Looking for heavy woman Lubbock ,0
Missing you Vicki Royal Oak ,0
Black charger guy West olive ,0
Ralph at Race Trac Plano ,0
Walmart Park City Park city ,0
HWY 441 keep up Commerce ,0
Lost my older mentor Arlington ,0
Offering mens grooming services Lansing ,0
Meet a nice person. Chesterland ,0
Alley Cats Hurst Ft worth ,0
Little hottie in Kroger Macon ,0
Champlin Dollar Tree MN-Brooklyn Champlin ,0
Red Light Flower Girls Midvale ,0
Blue minivan Fond du lac ,0
Running on Water st Downtown ,0
Dave k i think Shawnee ,0
Any flirty women? North Dakota ,1
Home Depot Help Carol Stream ,0
im alone serious relationship dallas ,0
Breyden the Playologist First Friday ,0
Missing my hunting buddy Craig ,0
Where are you? Mt Ple ,0
Girl with knee brace Emmett ,0
Goodyear BMX Supporter Goodyear AZ ,0
Car or truck Warner Robins ,0
Berkeley Hills Country Club Norcross ,0
Lost my Pole Cedar Rapids ,0
New Town Crush New Town ,0
"Happy Birthday Erin Afton, Mn ",0
"missed connection, my mistake Asheville ",0
you like my hair Germantown ,0
golfing at cedar lake walton ,0
Game 5 Texas Live Arlington ,0
soccer mom from Lakecounty? madtown ,0
Missing Quick Lunch Town Center ,0
Angela Green (Westra) (Sullivan) Haughton ,0
Seat 23a American Airlines Phoenix ,0
"Woman in HEB Lufkin, tx ",0
IBC n u n. side ,0
Missing An Old Friend ALBANY ,1
Dollar general Nov 1 Burkburnett ,0
Lady in red sedan Spring ,1
To the 'Gypsy' writer Waterville ,0
Looking for Shawna El Paso ,0
Board members needed Panama City ,0
hang out buddy mill creek ,1
Coffee and Brunch Perhaps Palo ,0
In line at McDonald’s Hastings ,0
Are you a Christian? Nixa ,0
Wendys Drive Thru cashier Norwalk ,0
Lost my pen pal Euless ,0
Too cold Bmt / PA ,0
Searching for her Utah County ,0
La/Tx turnaround under bridge Orange ,0
Missed your birthday yesterday jackson ,0
Cold night in denison Denison ,0
Were you watching me?? Atlanta ,0
local mature woman Mary Esther ,1
Webb City McDonald's Webb City ,0
Pen pal wanted Jefferson Texas ,0
Omni Monday 30th Nashville downtown ,0
Looking For Larry Pea Ridge ,0
Paige. Shuttle bus driver Huntsville ,0
Miss Golden shoes Johnson City ,0
Miss playing catch Fort payne ,0
We didnt exchange numbers oscoda ,0
O’dailies halloween M/M Downtown Mobile ,0
Miss You Iva San Antonio ,0
Hottie at DJ’s Pizza Hudsonville ,1
Beautiful older woman Hazel Green ,1
Moonlight feels right Broken Arrow ,0
Gave you a ride Belton ,0
àbdl at Dad's pub Waterloo ,0
Dallas Airport Fond du lac ,0
Bbw at Home Hardware Chatham ,1
Golf at Franklin Bridge Franklin ,0
Equine equipment enthusiast. Black Hills ,0
Cant express alone Port Allen ,0
Hotel holloween fun Utah county ,1
Abi where are u? BC ,0
Cactus walmart greeter phx north ,0
CAK toll booth Green OH ,0
My old dance partner Green ,0
Next door Far north Dallas ,0
Missing my naughty MILF Gadsden ,1
karen my special friend Nampa ,0
Bernadette it is Carol Indianapolis ,0
Friday Tee time D Odessa ,0
Desperately looking for jadie Bloomington ,0
Jogger on Metro Parkway Flowood ,0
Delivery van Byron center rd ,0
Looking for a Woman Crestview ,1
Anything is possible El Paso ,0
Missing my Angel El Dorado ,0
lovely lady at Target Rockford ,1
Morning Runner Overton Park Midtown ,0
Route 66 Dinner Saint Robert ,0
Shell Gas Station Bartlett Bartlett ,0
Connect today New ulm area ,0
OLDER BLK MALE Community Hospital ,0
Looking for smoke frinds Monroe ,0
Barbara at Flowers er. Dothan ,0
missing stormy West Des Moines ,0
Lost connection in Starkville Starkville ,0
Hairy muscle man St andrews ,1
lonely CD all alone Normal ,0
alamo ranch neighbor alamo ranch ,0
fun times Hammond (near downtown) ,0
Lois - please again marana ,0
Need tranny help Stgeoge ut ,1
Hit it off Panama city ,0
Hinckley casino Saturday night anoka/chisago/isanti ,0
lucky ladd purple pants rockvale ,0
Aldi off of Grindstone Columbia ,0
Italian Restaurant Pasta Sauce Murray ,0
San Tan Sam's Club Gilbert ,0
Papa John’s driver South garnett ,0
Linden avenue White bear lake ,0
Platte City QT Platte City ,0
"Girl Friend,years ago Fort Payne,Al. ",0
Missing my Femboi Quad Cities ,0
Barber shop Market St place ,0
Something on the side Payson ,0
Looking for Debbie Colorado Springs ,0
Hockey Game Sat Night Tucson ,0
seeking female friend walnut grove ,1
For KAB!!! AKA Topper! Mustang ,0
looking for a horse Spartanburg ,0
marie in maplewood 10/19 maplewood ,0
Look for date Southwestern kansas ,1
Miss my old boss Athens ,0
Log shot on 22 Tucson ,0
Hey Black Nissan Rogue Fenton/Arnold ,0
Visiting deer hunters Jacksonville area ,0
Missing male fun Grand Forks ,1
Lady/Charleston thrifty store Las Vegas ,0
Bonner visit Bonner truck stop ,0
Beautiful Redhead at Kirksey Houston ,1
"Finish work, carentry, Pueblo pueblo ",0
Went to school together Chandler ,0
Part time job St. Joe ,0
Hike the doodle trail Pickens ,0
Let’s Play a Game Midland ,0
Let's get coffee East Peoria ,0
Outdoor Activity Salt Lake City ,0
Attractive Guy in Gunnison Gunnison/CB ,1
Looking for Richard Sweeney park ,0
White oak posts needed Meridian ,0
Last night in Casper Casper ,0
Workout Partner @ Crunch Norman ,0
Gun show helper East liverpool ,0
Snowbird needs travel companion Mesquite ,0
Polishing Knobs For Holiday Natchitoches ,0
Rainy day company Panama City ,0
Who likes Central Park. Ashland ,0
Festival of trees!! Hannibal MO. ,0
Clint Black concert partner Sherman ,0
Female casino partner wanted Shreveport ,1
Carnival 12/3 to 8th Mobile ,0
New Year Resolutions 2024 Kaukauna ,0
Looking for racquetball player Denver ,0
Demolition Crew Needed Meridian area ,0
3 wheel bicycle Town Creek ,0
Come Play Dodgeball! Las Vegas ,0
House cleaner needed Horn Lake ,0
Party and play Dodge city ,0
Motorcycle ride to Ashville Lyman ,0
Looking for a chinchilla Massillon ,0
Pickleball or Tennis Player Troy ,0
Spiritual journey connections New Castle ,0
1/24 scale RC crawlers Mechanicsburg ,0
Paintball in Indy Southern Indiana ,0
Workout partner needed Tipp city ,0
Older Buddy for Hiking Walton ,0
Williston M 4 W Williston ,0
looking for lady athens area ,1
Need helper for Christmas? Farmington ,0
New job opening Devils Lake ,0
TRUCKS & TRAILER PARKING Lithonia ,0
Workout Buddy - Mentor/Painesville Painesville ,0
Yard work leaves etc Toledo ,0
Movie watching Panama City Beach ,0
Wanted: Board game players Columbus ,0
SWF looking company Medicine hat ,0
Need bass player Fort Wayne ,0
Holiday Weekend Activities Johnson City ,0
"Two Women Wanted Petal, MS ",0
Walking partner Derby woods area ,0
Renaissance Fair Baton Rouge area ,0
"Seeking Trainer Bowling Green, KY ",0
Activity partner in Sedona Sedona ,0
are unicorns real La Verkin ,0
Carpool for shopping Vegas surrounding ,0
Youth basketball team El Paso ,0
Need casino companion Fort smith ,0
DALLAS ZOO LIGHTS TICKETS Dallas ,0
Black Keys Concert Partner Chicago ,0
Senior for card games Moundridge ,0
Experienced Vocal Teacher Needed Montgomery ,0
Poker players wanted pahrump Pahrump ,0
seeking Pagan religious group Madison ,0
Deer hunting partner central michigan ,0
3am coffee and T Lolo ,0
need help with hole Dighton ,0
Needing a walking partner Pineville ,0
Northglenn Elks Craft Fair Northglenn ,0
CoffeeTime & conversation Las vegas ,0
Need some company Panama city ,0
Seeking female activity partner opelousas ,1
Looking for visiting FHP Cameron ,0
Need Some Assistance Wayne County ,0
Avalon Hill Strategy Games Kingman ,0
Badminton anyone? Las Vegas area ,0
Athens 11/26 to 11/30 Athens ,0
Any seniors for fun Niceville ,1
Senior needs fitness coach Louisville ,0
Needing some new friends Princeton ,0
NEED AN ACTIVITY Long Valley ,0
Keto Diet Santa Rosa Beach ,0
ISO Beginner Yoga Group Edina ,0
whose watching football tomorrow crestview ,0
Older man building skills Dodge ,0
Horse Racing Fans LAS VEGAS ,0
Great day for hiking Delaware ,0
Jeep friends St George Mesquite ,0
Friends to hang with Scottsville ,0
Friends for activities Lake Arthur,0
"Walking partner, racquetball, pickleball mentor",0
Looking for welders hennepin county,0
looking for airsoft friends Owasso,0
Ski partner wanted Colorado Springs,0
knowing a good friend? Booneville ,0
Halloween Activity Partner Panama City ,0
Looking for hiking partner Springdale ,0
Workout buddy 30s-40s Santa Fe ,0
Looking for general help Brandon ,0
Still in n33d? W. Monroe ,0
SPRING YOUTH FOOTBALL!! Springfield area ,0
Go to the movies Tulsa ,0
Boat Storage for Rent Lebanon ,0
hike friend EI Green Valley ,0
Fishing Tournament La Cygne Lake ,0
invest help North Salt Lake ,0
Stand Up Comedy Grand Rapids ,0
Your_boy_crazy_friend - í? ? ?í??,0
Young TTThick*** girlLL come relAx,1
young lady prepared to play,1
You bought Camels at Yoke's,0
Y_oung w_oman L~ooking for F_un,1
y/r old bored Texting Mom,1
Wonderful young woman home alone*,1
Wonderful young woman home alone,1
Wonderful young woman h~ome a~lone,1
woman need an attractive person,1
"Witty and Wonderful, Alluringly Hilarious",1
"White mom, maybe play xxx",1
white female looking to host-----,1
white f~emale looking to host-----,1
Where are you Erin Brandt?,0
We use to have fun,0
Wanna have some fuun tonight,1
Waitress at Dairyland rest. Today,0
Visited my daughter last week,0
Unique Enjoyful 31 years MooooM,1
Unique Enjoyful 24 years MooooM,1
Un-happy older mom empty home,1
"Tempting Intrigue, Unlocking Mysterious Desires",1
"Teasingly Funny, Raising Heart Rates",1
"Teasing Temptress, Witty Whispers Await",1
Taco Bell SR90 and I-10,0
"Sparkling Laughter, Creating Joyful Memories",0
Southwest Orlando to Houston 10/26,0
South avenue market - Conoco,0
"Smiling Sweetheart, Laughing and Loving",1
"Smiling Sweetheart, Flirting with Laughter",1
"Smiling Siren, Master of Jokes",0
"Smiling Siren, Flirty and Funny",0
Skinny dudes need luv too,1
"Silly Sweetheart, Looking for Laughs",1
"Silly Seductress, Hilarity in Motion",1
Senior lady HEB 1604 Blanco,0
Seen u at the mall,0
Seeking male for safe fun,1
seeking a full activity partner,1
Seductive Enigma Seeking Intense Connection,1
Seductive Enigma Seeking Adventurous Connection,1
Searching for hot tub Heather,1
Saw you at wal mart,0
Rollplay Sweet & Hot Mom,1
Regular fun conversations & play,0
Ready for Night time play????  ,1
Ready for Night time play,1
ready for enjoy the time!!,0
Ready for a great time,0
"Radiant Temptation, Beckoning You Closer",1
"Radiant Rendezvous, Unforgettable Encounters Await",1
"Radiant Beauty, Endless Possibilities Await",1
"Quirky Cutie, Wit and Wink",1
pretty girl with nice feet,1
"Playful Spirit, Dancing Through Life",0
"Playful Heartthrob, Melting Hearts Everywhere",1
Play with my big ****!,1
Open FUN conversation & play,0
"Older women NEED hot lover,,,",1
Older white guy with F-150,1
No one goes fishing anymore,0
"Nice NIGHT for indoor fun,",1
Nice day lets do something,0
"needing !!!!room for !!!!!the night,!!!!",1
Need a work out buddy,0
"Ne~ed C~ollege age H~andy M~an,",1
Naughty Girl Seeks Naughty Boy,1
Naughty Girl !!! dating service,1
Naughty Girl !!! dating servic,1
"Naughty but Nice, Adventure Awaits",1
"Naughty and Nice, Wickedly Funny",1
Natural haired kitten wanted female,1
N_EED A S-ex P_artner ????,1
My needing Bed room fun,1
Mustang School Drop Off Mom,1
Meeting New People for Enjoyment,0
"Magnetic Allure, Drawing You Closer",1
M~eeting New People for E~njoyment,0
"M~eeting N~ew P~eople for Enjoyment,",1
M~eeting N~ew P~eople for Enjoyment,1
M looking for M friend,1
"Luscious Love, Overflowing with Affection",1
"Luscious Lips, Sensational Kisses Guaranteed",1
"Luscious Desires, Savoring Every Sensation",1
Loves truck stop in perry,0
Looking for that special friend,0
Looking for my Water Guy,0
Looking for Lost Female Companion,1
Looking for Local Linux Group,0
Looking for female drinking partners,1
Looking for female activity partner,0
Looking for a wood polisher.,1
looking for a playmate....older women,1
Looking for a fun time,0
Looking for a chill guy...,0
Lonely guy looking for company,1
Live Every Night Without limit,1
Live Every Day Without limit,1
Lifestyle interested time for fun,0
Let's Meet on my bed,1
Let's Have Some REAL FuN,1
Lets Have some Fun together!,1
Let's Have A Good Time,0
"Lesbian___Stilllll ___seeks (((a))) Real man,",1
"Laughing Seductress, Quick with Quips",1
"Laughing Seductress, Enchanting Your Senses",1
"Laughing Lusciousness, Alluring and Amusing",1
Lady___ Looking_____ for some ____fun__,1
lady walking dog at lake,0
L_ooking for a p~laymate....o~lder w~omen,1
L_onely L_ady out there ////,1
Kwik trip around 10pm 169,0
Just playwith my delicious psy,1
just looking for regular friends,0
Ivorian Man at Akwaba Restaurant,0
ISO Kyle Garrick - Jen,0
"Irresistibly Hilarious, Naughty by Nature",1
I'm a pretty seeexy lady,1
"I’m 23 yo chubby ___!!___Pussy,,",1
I want to clean pipes,0
I am 28y and recently??divorced ,1
"I am 28y and recently??divorced, ",1
Home alone~looking for a partner,1
Holiday shopper- new to area,0
"Hilarious Heartbreaker, Seeking Comedic Chemistry",0
Haunted attraction this rainy weekend,0
Hampden Walmart - Internet Girl,1
H~ome Alone Want some funnn/////,1
"great mOOOm, so great fun",1
Good woman For Good Sex_______!!!,1
Glowing Kisses and Moonlit Wishes,1
Girls need freee veritable $exxsssss,1
Girl need freee real $exxsssss,1
Getting back to nature buddy,1
"Gentlewoman looking for a friend___,,,",1
"Funny Flirtation, Charming Conversations Guaranteed",1
"Funny and Flirtatious, Sensational Silliness",1
"Funny and Flirtatious, Playful Passion",1
"Funny and Flirtatious, Charming Conversations",1
Fun fun and mOre FuNNNN,1
Flight attendant at SLC Airport,0
Finally Have Some Time- MC,0
Female requiring male development partner,1
F~emale__ looking__ for guy __f~riend,1
F avAAAilable nighhhts and TTTTTTT.....,1
"Exquisite Beauty, Unveiling Your Desires",1
"Exotic Temptress, Unraveling Experiences Unexplored",1
"Enchanting Eyes, Mesmerizing Every Glance",1
"Enchanting Elegance, Graceful and Alluring",1
"Empty House Tonight let's play*,",1
Educated gentale mom 27 Y/O,1
Easy going nice Female HeRe,1
Easy going nice F~emale HeRe,1
East Towne Goodwill Power Shopper,0
Divorced woman wants $exual relationship!!!,1
Divorced Woman ready To Play,1
Divorced Woman need A Hookup,1
Divorced Woman need A Hook~up,1
Divorced Older woman Fck Me,1
D~ivorced Woman ready To P~lay,1
D~ivorced W~oman need A Hook~up,1
D~ivorced I'm 28 yrs sSSSY,1
Cute neighbor with loud dogs,0
Cute mom Playful 27 y/o,1
Cute m~om P~layful 27 y/o,1
Cubby girl for sweet guy………..,1
Cubby girl for sweet guy,1
Come and have some fun,0
College girl seeking bed partner,1
College GIRL looking __new someone**,1
Chobby mom need hookup today,1
"Cheeky Charmer, Laughing and Loving",1
"Cheeky and Charming, Wildly Entertaining",1
Chatted about a Rockets game,0
Carmen C- Sand Springs Walmart,0
"Captivating Embrace, Enveloped in Intimacy",1
C~urvy G~irl need customary XXX,1
C~ollege Young woman Need Bl0wjob,1
Bumped elbow/knee at The National,0
Buddy at Lake St Clair,0
Bored Girl twenty six.. yrssss!!!!!,1
Bored Girl twenty six.. yrssss,1
"Blonde, PJ bottoms, Toyota, Noons",1
Blonde in the white car,1
"Big girl ((........2.........)) Hookup Night,,,,",1
"Bewitching Beauty, Enthralling Hearts Everywhere",0
Beutifull 30 year young Female,1
Best places to hang out,0
Beautiful girl wants d0Ggie $Ex......,1
Beautiful girl wants d0Ggie $Ex,1
Beautiful g~irl wants d0Ggie $E~x,1
Anyone for real in marion,0
Any girl free after 4pm,1
Amocco near sumner and madison,0
Alone in my bed room........!!,1
"Alluring Jokes, Tickling Your Desires",0
AAduLt funnnn.....F looking for M,1
50th and EP True Parkway,0
46m looking for activity partner,1
45y/r old bored Texting Mom,1
36y/o female seeking (2) fun,1
35yo female looking phone fun...,1
32 y/o Texting Curvy Moom,1
"31+year old female want tonight,,......,,",1
31 y/r old fun mom,1
31 y/r old bored m~om,1
31 y/o Hispanic wanting fun,1
29 y/r Texting Curvy Mom,1
28 years old **Pretty girl….,1
27y girl ***All night fun!!,1
27y girl ***All night fun!,1
27 y/rS UnhapPy 0lder M0MM......,1
"26yr sexxy ReAdy t0 plAy,,,,,,",1
26y/o female seeking (2) fun,1
26women Hispanic looking for male...,1
26women Hispanic looking for mal,1
"26 years old sexxy Girl,,,alone,,,,,",1
25Ys Female need chill !!!!,1
25y/r old bored Texting Mom,1
24 yo healthy good girl,1
24 years old **Pretty girl….,1
23___year old female seeking day___night___fun)~,1
21 years old beautiful woman,1
"~~Bored and divorced, 21 F""'``c",1
~!~!~!~~!26Yrs BIG** BOOOOBS*** NICE*** ASSSS,1
///***///**R(())mantic lady here..++.2 6Y./ cc,0
",Lets **** today or night",1
""",Lets **** today or night""",1
Are you missing something? Rock springs ,0
You work from home St. Joe ,0
Cape Girardeau! Cape Girardeau Cape Girardeau ,0
In the red mini Cooper Cottonwood ,0
Looking for her Jtown dog park ,0
Good laughs New Caney (Taco Bell) ,0
"Sugar Baby, Is this You? gaylord ",1
Please Come and Take Me Scottsbluff ,0
Lost and find us.... west valley ,0
Big beard and cowboy hat Star ,0
Bill S from Belleville Sunset Kirkwood ,0
Looking for my buddy Jack Danville ,0
Last year's friends Angel Fire/ Taos ,0
12/3 McAllisters Lufkin attractive woman Lufkin ,0
starbucks on euclid near arlington park ,0
Kasey/Casey (F) from New Richmond Scandia ,0
Any top in Athens Athens area ,0
Looking for my step mom Galveston ,1
I brought you a rock Wadsworth ,0
TM why ghost JS? Fort collins ,0
Needing wood for the winter.. Glasgow ,0
Please take a look here Odessa ,0
Beautiful lady at laundromat 2A Rossville ,0
Chatted in Hotel Lobby Indianapolis Northside ,0
I see you walking Pearl dr ,0
I've Been Called Worse West Fargo ,0
End of year in Robinson Robinson ,0
Coat Check Chemistry - Reelworks Denver ,0
Missing Mary from Eastpointe Madison Heights ,0
wal mart parking lot dyer st ,0
"Fry's on Signal Butte, Mesa Mesa ",0
You helped me at Smiths Smiths ,0
Looking for woman in Freedom Freedom ,1
Last night at Mission Bowl Olathe ,0
QT on San Pedro San Antonio ,0
Tamale push cart Sw Las Vegas ,0
Tammy at Cefco on Adams. Temple ,0
Where are the ogden girls? Ogden ,0
you bought me a drink Laredo ,0
"Blue,blonde cook hwy 80 wafflehouse Ladonia,alabama ",0
Starbucks Joliet Mall Area west chicagoland ,0
"Lapeer Walmart Photo Machine Lapeer, Michigan ",0
want a small water hose orange ,0
Discount Tire 32nd St / Cactus ,0
Gamer looking for old connections CSU ,0
Looking for my Friend's Granny Xenia ,0
Comparisons are odious-w 4 m Lansing ,0
Lunch hour fun in Tea Tea ,0
Pizza Ranch Vivion and North Oak ,0
Looking for my sister Phoenix Arizona ,0
Chat at the grocery store Albuquerque ,0
Looking for a Great Grandmother Surprise ,0
Mountaineer casino Sat Dec 2 Newell ,0
Looking for my old friends Mesquite ,0
You chased greyhound for me Yuma ,0
Liquor store in Heights Harker Heights ,0
Looking for hot black lady Ashland ,1
Looking for a fishing buddy Mattoon ,0
Event staff worker cowboys game Dallas ,0
Looking for my top hat Fargo ,0
Chevron gas station NW Hualapai Centennial ,0
Looking for some protein Rock Springs ,0
Any female up right now? Doniphan ,1
Talked for hours Austin/ Holiday Inn ,0
Looking for couple or female Palestine ,0
Looking for Oz Las Vegas VA ,0
Guy on Congress Blvd Baton Rouge ,0
Looking for a male friend Cove ,0
M looking for his s Missoula ,1
still to cold to fish narrows/pearisburg ,0
Big rapids b dubs Big rapids ,0
Bouncy Blonde at Millcreek Station Millcreek ,0
S Hulen Animal Hospital Fort Worth ,0
Homegoods on 11/30 at 4pm Mobile ,0
Your sofa and chair St Charles ,0
Pleasure land or romantix SOUTH BEND ,1
Never had the chance… Osage Beach ,0
Coffee and The Rack Overland Park ,0
Lost tech student Lubbock Double Tree ,0
"Looking for my friend, Gabe Madison ",0
First class American Airlines11/16 ORD-PUJ O’Hare ,0
Goodie Goodies Justin Road / 407 ,0
Old friend/ New friend Sycamore Illinois ,0
Fry’s Gilbert and Baseline east valley ,0
Guy at Club Columbus Eastside Cincinnati ,0
Looking for like minded mwm Lilburn ,0
Missed connection w/ James . Gulfport ,0
looking for my Top Friend Paducah ,0
East medicine lake park 11/28 Plymouth ,0
Looking for my friend Las Vegas ,0
Brian at Walmart Rio Bravo location ,0
Looking for my email friend St.Cloud ,0
Oh McKenzie Where Are You? Verona ,0
Brewery in The Grove The Grove ,0
Busco Chica con pechos grandes Downtown ,0
Help at Home Depot Fort Worth ,0
Male looking for Lego enthusiast Nampa ,0
Available now! Man at home Tuscaloosa ,0
Organic Alternatives Old Town Fort Collins ,0
Blonde at Sunset in LG LG ,0
Looking for Shirley from Sevierville Sevierville ,0
Met at your place Holts Summit ,0
Blue top at the gym Murfreesboro ,0
Wanting to work on poles Owensboro ,0
Looking for George from Plano Plano ,0
Where did she go? Webb City ,0
Bubbles tatted on her side Lima ,0
Casey's okc 39th and meridian Okc ,0
Walmart 71st/memorial - last night tulsa ,0
Flight from CLT to Shreveport Shreveport ,0
Central Market South Austin 11/26/23 Westgate ,0
Looking to help out La Crosse ,0
"Well, we are here St. Joe ",0
old m for old m Texarkana ,1
Need wood to work on Morehead ,0
park and sneakers salt lake city ,0
Winter fishing friend/Car shows St Peter ,0
Dude on the street West town ,0
Stunning at Cretans Cherry Creek N ,0
Couple who reached out Four corners ,0
Zen Leaf Naperville 11/25...Around 9:15PM Naperville ,0
We chatted briefly today Lincoln Park ,0
Regular & Dependable Sioux City Area ,0
Lost contact with grandpa Gauley Bridge ,0
The guy shopping at Goodwill Champlin ,0
Shine time car wash Decatur Decatur ,0
Gorgeous redhead at HEB Harlingen Harlingen ,0
physical therapy phillppines girl Round Rock ,0
Missed connection- camo pajama pants Btown ,0
"Today at Parlor Doughnuts, downtown Evansville ",0
Lea County fairgrounds 3 blocks way ,0
Burger King Pearl & Mt Vernon ,0
Terra Nova hottie beer babe Swannanoa ,0
Beautiful Asian female at Target Minnetonka ,1
Tom Thumb parking lot North Dallas/Addison ,0
Guy bagging groceries ALDIs Kirkwood Kirkwood ,0
Conversation at Belks Mall of GA ,0
looking for a female friend Albertville ,0
saw you at Dodge Park Pontiac ,0
"Miss you, miss your smile Katy ",0
New in town Rockford and surrounding ,0
ISO Vintage Gum Ball Machines Trussville ,0
Ripley to New Albany Hey 15 ,0
Let's Chat-What's On Your Mind? Atlanta ,1
Singles event at Holiday Inn Nampa ,0
Looking for a native woman Billings ,0
Nights in White Satin Northern Colorado ,0
Laura from Chicago at frys Glendale ,0
Waitress at Pauly's 11.18.23 St. Paul ,0
Poker club for men Fort Oglethorpe ,0
Male looking for female companion Killeen ,1
Uber eat delivery subway Loveland CO ,0
Liz from dillards it's Stephen Austin ,0
Looking for a connection Abilene Tx ,0
Very large busted female model Area ,1
Red head at eye doctor Longmont ,0
We have this in common DePere ,0
Need help with lower back Hewitt ,0
handsome black man at TnT Amarillo ,1
Wish I could find you Pocatello ,0
Rock & Metal Jam Overland Park ,0
